id,name,retailer,price,category,ingredients,image,link,similar,gluten,lactose,nut
2601,Danish Select Rindless Smoked Back Bacon 2kg,iceland,10.00,fresh,"Pork (87%), Water, Salt, Preservatives: E250, E252.",danish_select_rindless_smoked_back_bacon_2kg_73962.jpg,https://www.iceland.co.uk/p/-danish-select-rindless-smoked-back-bacon-2kg/73962.html,,True,True,True
2602,Dicksons Corned Beef and Potato Family Plate Pie 720g,iceland,4.30,fresh,"Water, Wheat Flour (Calcium Carbonate, Iron, Niacin, Thiamin), Beef (16%), Lard, Potato Flake (4%), Kibbled Onion, Flour Improver [Soya Flour, Flour Treatment Agent: E920], Brine [Water, Salt, Sugar, Preservatives: E250, E251], Seasoning [Salt, Ground Pepper, Flavour Enhancer: E621], Salt, Stabiliser: E464, Rapeseed Oil, Modified Tapioca Starch, Emulsifiers: E471, E322, Dextrose, Vegetable Protein, Milk Protein, Acidity Regulator: E339 (iii), Colour: E160a(iii)
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",dicksons_corned_beef_and_potato_family_plate_pie_720g_70503_T1.jpg,https://www.iceland.co.uk/p/dicksons-corned-beef-and-potato-family-plate-pie-720g/70503.html,,False,False,True
2603,Flora Buttery Spread 450g,iceland,1.75,fresh,"Plant Oils (Rapeseed, Palm¹, Sunflower 1%, Linseed), Water, Buttermilk 10%, Salt 1.35%, Plant Based Emulsifier (Lecithin), Natural Flavourings, Vitamin A, ¹Flora buys 100% sustainable Palm Oil
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",flora_buttery_spread_500g_49005_T517.jpg,https://www.iceland.co.uk/p/flora-buttery-spread-450g/49005.html,,True,True,True
2604,Dicksons Minced Beef and Onion Pies 2 x 169g,iceland,2.25,fresh,"Water, Wheat Flour (Calcium Carbonate, Iron, Niacin, Thiamin), Minced Beef (24%), Lard, Seasoning [Modified Maize Starch, Salt, Ground Pepper, Colour: E150], Dehydrated Onion (2%), Flour improver [Soya Flour, Flour Treatment Agent: E920], Salt, Rapeseed Oil, Modified Tapioca Starch, Emulsifiers: E471, E322, Dextrose, Vegetable Protein, Milk Protein, Acidity Regulator: E339 (iii)
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",dicksons_minced_beef_and_onion_pies_2_x_169g_70509_T1.jpg,https://www.iceland.co.uk/p/dicksons-minced-beef-and-onion-pies-2-x-169g/70509.html,,False,False,True
2605,Golden Cow Butter 500g,iceland,4.75,fresh,"Cream (Milk), Salt (1.8%)
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",Golden_Cow_Butter_500g_1855_T1.jpg,https://www.iceland.co.uk/p/golden-cow-butter-500g/1855.html,,True,False,True
2606,Peter's Chicken Tikka Slice,iceland,1.95,fresh,"Fortified Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Chicken (17%) (Chicken, Salt), Margarine (Palm Fat, Water, Rapeseed Oil, Salt, Emulsifier: Mono- and Diglycerides of Fatty Acids), Chopped Tomatoes (Tomato, Tomato Juice, Acidity Regulator: Citric Acid), Single Cream (Milk), Tikka Seasoning (Tomato Powder, Sugar, Whole Milk Powder, Salt, Onion Powder, Spices (Cumin, Turmeric, Fenugreek, Coriander, Cardamom), Garlic Powder, Dried Onion, Chilli Powder, Flavouring, Coriander, Acidity Regulator: Citric Acid; Ginger Extract, Colour: Paprika Extract), Modified Maize Starch, Onion, Rapeseed Oil, Pasteurised Whole Egg, Tomato Paste, Salt, Coriander Leaf
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD
May contain:

nuts,
peanuts",peters_chicken_tikka_slice_59022_T1.jpg,https://www.iceland.co.uk/p/peters-chicken-tikka-slice/59022.html,,False,False,False
2607,Kerry Low Low Original 454g,iceland,2.25,fresh,"Water, Rapeseed Oil, Palm Oil, Reconstituted Buttermilk (2.5%), Salt (1.1%), Emulsifiers (Mono and Di-Glycerides of Fatty Acids, Lecithin), Stabiliser (Sodium Alginate), Preservative (Potassium Sorbate), Acidity Regulator (Lactic Acid), Vitamin E, Flavouring, Colour (Carotenes), Vitamin B6, Vitamin B12, Vitamin A & D, Folic Acid
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",kerry_low_low_original_454g_5090_T1.jpg,https://www.iceland.co.uk/p/kerry-low-low-original-454g/5090.html,,True,True,True
2608,Hull's of Ballymena 4 Beef Sausage Meat with Vegetables 232g,iceland,1.25,fresh,"Beef (50%), Water, Rusk (Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Salt), Rehydrated Leeks (4%), Beef Fat, Salt, Stabiliser: Disodium Diphosphate, Rice Flour, Dehydrated Onion, Dextrose, Preservative: Sodium Metabisulphite, Antioxidants: Sodium Ascorbate, Sodium Citrate, Yeast Extract, Spice Extracts (Pepper, Coriander, Nutmeg, Cayenne), Onion Extract, Colour: Carmine, Sage Extract
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",hulls_of_ballymena_4_beef_sausage_meat_with_vegetables_232g_87707_T1.jpg,https://www.iceland.co.uk/p/hulls-of-ballymena-4-beef-sausage-meat-with-vegetables-232g/87707.html,,False,True,True
2609,Yoplait Frubes Strawberry Flavour Yogurt Tubes 9 x 37g (333g),iceland,2.25,fresh,"Yogurt (Milk), Sugar 7.1%, Vitamin D, Calcium Citrate, Natural Flavouring, Modified Manioc and Maize Starch, Stabiliser: Guar Gum, Acidity Regulator: Citric Acid
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",yoplait_frubes_strawberry_flavour_yogurt_tubes_9_x_37g_333g_76721_T1.jpg,https://www.iceland.co.uk/p/yoplait-frubes-strawberry-flavour-yogurt-tubes-9-x-37g-%28333g%29/76721.html,,True,False,True
2610,Babybel Mini Original Cheese 15 x 20g (300g),iceland,4.00,fresh,"Pasteurised Milk, Salt, Lactic Ferments, Vegetarian Rennet
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",babybel_mini_original_cheese_15_x_20g_300g_77682_T596.jpg,https://www.iceland.co.uk/p/babybel-mini-original-cheese-15-x-20g-%28300g%29/77682.html,,True,False,True
2611,Iceland 10 Slices (approx.) Cooked Ham 115g,iceland,1.00,fresh,"Pork (84%), Water, Salt, Dextrose, Stabiliser: Triphosphates; Antioxidant: Sodium Ascorbate; Preservative: Sodium Nitrite.",iceland_10_slices_approx_cooked_ham_115g_64806.jpg,https://www.iceland.co.uk/p/iceland-10-slices-%28approx.%29-cooked-ham-115g/64806.html,,True,True,True
2612,Mattessons Smoked Pork Sausage Twist of Chilli 130g,iceland,1.50,fresh,"Pork (80%), Water, Pork Fat, Salt, Dextrose, Acidity Regulator (Citric Acid), Smoke Flavour, Dried Red Pepper, Stabiliser (Tetrapotassium Diphosphate), Chilli Extract, Rosemary Extract, Antioxidant (Ascorbic Acid), Pepper Extract, Coriander Extract, Nutmeg Extract, Preservative (Sodium Nitrite), Casing made from Beef Collagen",mattessons_smoked_pork_sausage_twist_of_chilli_130g_56454_T596.jpg,https://www.iceland.co.uk/p/mattessons-smoked-pork-sausage-twist-of-chilli-130g/56454.html,,True,True,True
2613,Müller Rice Original 170g,iceland,0.80,fresh,"Buttermilk, Water, Rice (8%), Skimmed Milk from Concentrate, Sugar, Cream (Milk) (5%), Skimmed Milk, Egg, Stabilisers: Guar Gum, Carob Bean Gum, Salt, Dextrose, Flavourings
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",muller_rice_original_170g_59950_T1.jpg,https://www.iceland.co.uk/p/muller-rice-original-170g/59950.html,,True,False,True
2614,Island Delight Vegetable Jamaican Pattie Shortcrust Pastry 140g,iceland,1.00,fresh,"Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Mixed Vegetables (36%) (Diced Sweet Potatoes, Diced Carrots, Diced Butternut Squash, Peas, Diced Onions, Green Beans, Broad Beans, Sweetcorn), Margarine (Palm Oil, Salt, Water), Vegetable Fat (Palm, Rapeseed, Sunflower), Water, Seasoning Mix (Spices (contains Mustard, Celery), Cornflour, Salt, Modified Starch, Flavour Enhancer: Monosodium Glutamate; Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Hydrolysed Vegetable Protein (Soya), Garlic Powder, Onion Powder, Herb, Black Pepper Extract, Colour: Ammonia Caramel), Sugar, Salt, Garlic Puree, Scotch Bonnet Chilli Puree, Colours: Annatto, Curcumin, Preservatives: Calcium Propionate, Potassium Sorbate
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",Island_Delight_140g_Vegetable_Pattie_28545.jpg,https://www.iceland.co.uk/p/island-delight-vegetable-jamaican-pattie-shortcrust-pastry-140g/28545.html,,False,True,True
2615,Denny White Pudding 199g,iceland,1.19,fresh,"Pork (29%), Water, Pork Rind, Hydrated Pearl Barley, Turkey (6%), Pork Fat, Oatmeal, Rusk (Wheat Flour, Salt), Potato Starch, Soya Protein Concentrate, Kibbled Onion, Salt, Preservative (Sodium Nitrite), Antioxidant (Sodium Ascorbate), Dextrose, Lactose, Flavouring, Stabilisers (Sodium Triphosphate, Disodium Diphosphate, Sodium Polyphosphate), Sugar, Yeast Extract, Spice Extract, Herb Extract
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",denny_white_pudding_199g_2575_T1.jpg,https://www.iceland.co.uk/p/denny-white-pudding-199g/2575.html,,False,False,True
2616,Cookstown Unsmoked Back Bacon 200g,iceland,2.00,fresh,"Pork (87%), Water, Salt, Preservative (Sodium Nitrite)",cookstown_unsmoked_back_bacon_200g_22864_T1.jpg,https://www.iceland.co.uk/p/cookstown-unsmoked-back-bacon-200g/22864.html,,True,True,True
2617,Mini Babybel Light Cheese Snacks 15 x 20g,iceland,4.00,fresh,"Natural Cheese made from Pasteurised Milk
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",mini_babybel_light_cheese_snacks_15_x_20g_78088_T596.jpg,https://www.iceland.co.uk/p/mini-babybel-light-cheese-snacks-15-x-20g/78088.html,,True,False,True
2618,Lurpak Softest Spreadable Blend of Butter and Rapeseed Oil 500g,iceland,5.00,fresh,"Butter (55%) (Milk), Rapeseed Oil, Buttermilk (6.5%) (Milk), Lactic Culture (Milk), Salt
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",lurpak_softest_spreadable_blend_of_butter_and_rapeseed_oil_500g_73223_T1.jpg,https://www.iceland.co.uk/p/lurpak-softest-spreadable-blend-of-butter-and-rapeseed-oil-500g/73223.html,,True,False,True
2619,Tasty Foods Tasty Infusions Garlic Spread 70g,iceland,1.69,fresh,"Vegetable Fat Spread (contains: Vegetable Oils (Rapeseed Oil, Palm Oil, Water, Salt, Emulsifier (Mono & Diglycerides of Fatty Acids), Preservative (Potassium Sorbate), Colour (Annatto Curcumin), Acidity Regulator (Citric Acid), Flavouring (Milk), Dehydrated Garlic, Garlic Puree (contains: Garlic (98%) Citric Acid)), Parsley",tasty_foods_tasty_infusions_garlic_spread_70g_79474_T1.jpg,https://www.iceland.co.uk/p/tasty-foods-tasty-infusions-garlic-spread-70g/79474.html,,True,False,True
2620,Müller Light Cinnamon Bun Flavour Yogurt 160g,iceland,0.80,fresh,"Yogurt (Milk), Water, Modified Maize Starch, Flavouring, Sweetener: Aspartame, Colour: Plain Caramel, Salt, Stabiliser: Pectin, Acidity Regulators: Citric Acid, Calcium Citrates
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",muller_light_cinnamon_bun_flavour_yogurt_160g_59948_T1.jpg,https://www.iceland.co.uk/p/muller-light-cinnamon-bun-flavour-yogurt-160g/59948.html,,True,False,True
2621,Dromona Cracker Cheese 200g,iceland,2.50,fresh,"Cheddar Cheese (Milk)
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",dromona_cracker_cheese_200g_79481_T1.jpg,https://www.iceland.co.uk/p/dromona-cracker-cheese-200g/79481.html,,True,False,True
2622,Dicksons Minced Beef and Onion Family Plate Pie 720g,iceland,4.30,fresh,"Water, Wheat Flour (Calcium Carbonate, Iron, Niacin, Thiamin), Minced Beef (23%), Lard, Seasoning [Modified Maize Starch, Salt, Ground Pepper, Colour: E150], Kibbled Onion (2%), Flour Improver [Soya Flour, Flour Treatment Agent: E920], Salt, Rapeseed Oil, Modified Tapioca Starch, Emulsifiers: E471, E322, Dextrose, Vegetable Protein, Milk Protein, Acidity Regulator: E339(iii), Colour: E160a(iii)
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",dicksons_minced_beef_and_onion_family_plate_pie_720g_54666_T1.jpg,https://www.iceland.co.uk/p/dicksons-minced-beef-and-onion-family-plate-pie-720g/54666.html,,False,False,True
2623,Cookstown Unsmoked Medallions 140g,iceland,2.25,fresh,"Pork (87%), Water, Salt, Preservative (Sodium Nitrite)",cookstown_unsmoked_medallions_140g_79527_T1.jpg,https://www.iceland.co.uk/p/cookstown-unsmoked-medallions-140g/79527.html,,True,True,True
2624,Cookstown Honey Glaze Gammon Joint 450g,iceland,4.50,fresh,"Pork (70%), Honey Glaze (20%) [Water, Honey, Glucose Syrup, Muscovado Sugar, Sugar, Gelling Agent (Pectin), Caramelised Sugar Syrup, Antioxidant (Ascorbic Acid)], Water, Salt, Dextrose, Stabilisers (Triphosphates, Polyphosphates), Preservative (Sodium Nitrite)",cookstown_honey_glaze_gammon_joint_450g_79525_T1.jpg,https://www.iceland.co.uk/p/cookstown-honey-glaze-gammon-joint-450g/79525.html,,True,True,True
2625,Dromona Butter 500g,iceland,4.50,fresh,"Butter (Milk), Salt (1.68%)
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",dromona_butter_500g_7524_T1.jpg,https://www.iceland.co.uk/p/dromona-butter-500g/7524.html,,True,False,True
2626,Cookstown 36 Cocktail Pork Sausages 454g,iceland,2.50,fresh,"Pork (64%), Water, Rusk contains (Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Salt), Potato Starch, Soya Concentrate, Salt, Dextrose, Stabiliser: Di Sodium Di Phosphate, Preservative: Sodium Metabisulphite, Yeast Extract, Natural Food Colour, Antioxidants: (Sodium Citrate, Sodium Ascorbate), Flavourings: (Nutmeg Extract, Sage Extract), Casing: Beef Collagen
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",cookstown_36_cocktail_pork_sausages_454g_24412_T1.jpg,https://www.iceland.co.uk/p/cookstown-36-cocktail-pork-sausages-454g/24412.html,,False,True,True
2627,Dromona Medium Cheddar 350g,iceland,3.00,fresh,"Cheddar Cheese (Milk)
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",dromona_medium_cheddar_350g_79479_T1.jpg,https://www.iceland.co.uk/p/dromona-medium-cheddar-350g/79479.html,,True,False,True
2628,Iceland Sweet Chilli Chicken Breast Mini Fillets 140g,iceland,2.30,fresh,"Chicken Breast (96%), White Sugar, Rice Bran Oil, Glucose-Fructose Syrup, Cornflour, Brown Sugar, Chilli Powder (Chilli, Cumin, Salt, Oregano, Garlic Powder), Salt, Modified Tapioca Starch, Acidity Regulator: Sodium Lactate; Ground Chilli, Ginger Powder, Stabiliser: Triphosphates; Dried Red Bell Pepper, Ground Coriander, Spice Extracts (Paprika Extract, Chilli Extract, Capsicum Extract), Garlic Powder, Lime Juice Powder, Key Lime Oil.
WARNING! ALTHOUGH EVERY EFFORT HAS BEEN MADE TO REMOVE ALL BONES, SOME MAY REMAIN.",iceland_sweet_chilli_chicken_breast_mini_fillets_180g_67131.jpg,https://www.iceland.co.uk/p/iceland-sweet-chilli-chicken-breast-mini-fillets-140g/67131.html,,True,True,True
2629,McGhee's Family Bakers 4 Assorted Tarts,iceland,1.70,fresh,"Pineapple Tarts: Sugar, Wheat Flour (with added Calcium Carbonate, Iron, Niacin (B3) and Thiamine (B1), Vegetable Oils (Palm and Rapeseed), Glucose Syrup (contains Gluten), Water, Apple Pulp, Pineapple, Cherry, Glucose-Fructose Syrup, Salt, Egg, Emulsifiers ((E322) Soya Lecithin, E471, E473), Soya Flour, Flavouring, Colours (E100, E153, E160c, E161b, E162, E163, E172), Acidity Regulators (E260, E330, E331c, E575), Milk Powder, Preservatives (E202, E220 (Sulphur Dioxide)), Raising Agents (E450, E500), Gelling Agents (E440, E440a, E440i), Thickener (E466), Burnt Sugar Syrup, Cocoa, Whey Powder (Milk), Citric Acid, Humectants (E422, E1520)
Cherry Bakewell: Sugar, Wheat Flour (with added Calcium Carbonate, Iron, Niacin (B3) and Thiamine (B1), Vegetable Oils (Palm and Rapeseed), Glucose Syrup (contains Gluten), Water, Apple Pulp, Pineapple, Cherry, Glucose-Fructose Syrup, Salt, Egg, Emulsifiers ((E322) Soya Lecithin, E471, E473), Soya Flour, Flavouring, Colours (E100, E153, E160c, E161b, E162, E163, E172), Acidity Regulators (E260, E330, E331c, E575), Milk Powder, Preservatives (E202, E220 (Sulphur Dioxide)), Raising Agents (E450, E500), Gelling Agents (E440, E440a, E440i), Thickener (E466), Burnt Sugar Syrup, Cocoa, Whey Powder (Milk), Citric Acid, Humectants (E422, E1520)
Pink Tarts: Sugar, Wheat Flour (with added Calcium Carbonate, Iron, Niacin (B3) and Thiamine (B1), Vegetable Oils (Palm and Rapeseed), Glucose Syrup (contains Gluten), Water, Apple Pulp, Pineapple, Cherry, Glucose-Fructose Syrup, Salt, Egg, Emulsifiers ((E322) Soya Lecithin, E471, E473), Soya Flour, Flavouring, Colours (E100, E153, E160c, E161b, E162, E163, E172), Acidity Regulators (E260, E330, E331c, E575), Milk Powder, Preservatives (E202, E220 (Sulphur Dioxide)), Raising Agents (E450, E500), Gelling Agents (E440, E440a, E440i), Thickener (E466), Burnt Sugar Syrup, Cocoa, Whey Powder (Milk), Citric Acid, Humectants (E422, E1520)
Fern Tarts: Sugar, Wheat Flour (with added Calcium Carbonate, Iron, Niacin (B3) and Thiamine (B1), Vegetable Oils (Palm and Rapeseed), Glucose Syrup (contains Gluten), Water, Apple Pulp, Pineapple, Cherry, Glucose-Fructose Syrup, Salt, Egg, Emulsifiers ((E322) Soya Lecithin, E471, E473), Soya Flour, Flavouring, Colours (E100, E153, E160c, E161b, E162, E163, E172), Acidity Regulators (E260, E330, E331c, E575), Milk Powder, Preservatives (E202, E220 (Sulphur Dioxide)), Raising Agents (E450, E500), Gelling Agents (E440, E440a, E440i), Thickener (E466), Burnt Sugar Syrup, Cocoa, Whey Powder (Milk), Citric Acid, Humectants (E422, E1520)
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",Mcghees_4pk_Assorted_Tarts_39733.jpg,https://www.iceland.co.uk/p/mcghees-family-bakers-4-assorted-tarts/39733.html,,False,False,True
2630,Mash Direct Beer Battered Onion Rings 200g,iceland,2.00,fresh,"Onion (49%), Tempura Batter (20%) [Water, Starch, Amaranth Flour, Maize Flour, Buckwheat Flour, Rice Flour, Salt, Di-Sodium Di-Phosphate, Sodium Bicarbonate, Dextrose], Gluten Free Beer (10%) [Water, Grains, Hops, Yeast, Malted Barley*], Crumb [Rice Flour, Gram Flour, Maize Starch, Salt, Dextrose], Batter [Water, Starch, Maize Flour, Salt, Di-Sodium Di-Phosphate, Sodium Bicarbonate, Stabiliser: Xanthan Gum], Rapeseed Oil, *At the end of the brewing process Gluten is removed from the Beer, this ensures our products can be enjoyed by Coeliacs or those opting to follow a Gluten free diet
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD
May contain:

eggs,
milk


Does not contain:

gluten",mash_direct_beer_battered_onion_rings_200g_73773_T1.jpg,https://www.iceland.co.uk/p/mash-direct-beer-battered-onion-rings-200g/73773.html,,False,False,True
2631,Henry Denny & Sons 36 Pork Sausages Cocktail 454g,iceland,2.50,fresh,"Pork (60%), Water, Rusk (Wheat Flour, Salt), Pork Fat, Potato Starch, Wheat Starch, Pork Protein, Salt, Yeast Extract, Flavouring, Dextrose, Stabiliser (Sodium Triphosphate), Flavour Enhancer (Monosodium Glutamate), Maltodextrin, Preservative (Sodium Metabisulphite), Antioxidant (Ascorbic Acid), Spices, Colour (Carmine), Rapeseed Oil, Beef Casing
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD
May contain:

mustard,
soya",henry_denny_sons_36_pork_sausages_cocktail_454g_3803_T1.jpg,https://www.iceland.co.uk/p/henry-denny-and-sons-36-pork-sausages-cocktail-454g/3803.html,,False,True,True
2632,Deli Speciale Danish Style Salami 80g,iceland,1.00,fresh,"Pork, Pork Fat, Salt, Dextrose, Spices, Sugar, Antioxidant (Ascorbic Acid), Preservative (Sodium Nitrite), Colour (Carmine), Prepared with 108g of Pork per 100g of finished product
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD
May contain:

mustard",deli_speciale_danish_style_salami_80g_72524_T1.jpg,https://www.iceland.co.uk/p/deli-speciale-danish-style-salami-80g/72524.html,,True,True,True
2633,Cookstown 8 Giant Sausages 750g,iceland,2.75,fresh,"Pork (64%), Water, Rusk contains (Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Salt), Pork Fat, Isolated Soya Flour, Salt, Stabiliser: Tetrasodium Pyrophosphate, Dextrose, Natural Flavouring, Preservative: Sodium Metabisulphite, Natural Food Colour, Antioxidant: Sodium Ascorbate, Spice Extracts (Nutmeg, White Pepper, Cayenne, Coriander, Ginger, Mace), Casings: Beef Collagen
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",cookstown_8_giant_sausages_750g_87165_T1.jpg,https://www.iceland.co.uk/p/cookstown-8-giant-sausages-750g/87165.html,,False,True,True
2634,Iceland Large Flat Mushrooms 250g,iceland,1.00,fresh,,iceland_large_flat_mushrooms_250g_84311.jpg,https://www.iceland.co.uk/p/iceland-large-flat-mushrooms-250g/84311.html,,,,
2635,Iceland Scottish Beef Steak Mince 12% Fat 425g,iceland,3.60,fresh,"Beef (100%).
Percentage of fat content under 12%.
Collagen/meat protein ratio under 17.5%.
For UK market only.",iceland_scottish_beef_steak_mince_12_fat_425g_62403.jpg,https://www.iceland.co.uk/p/iceland-scottish-beef-steak-mince-12pct-fat-425g/62403.html,,True,True,True
2636,Dromona Mature Cheddar 350g,iceland,3.00,fresh,"Cheddar Cheese (Milk)
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",dromona_mature_cheddar_350g_79477_T1.jpg,https://www.iceland.co.uk/p/dromona-mature-cheddar-350g/79477.html,,True,False,True
2637,Iceland BBQ Pulled Pork 420g,iceland,3.85,fresh,"Pork (73%), Water, Caster Sugar, Smoky Barbeque Marinade (Modified Tapioca Starch, Colour: Plain Caramel; Sugar, Salt, Smoke Flavouring, Yeast Extract, Onion Powder, Garlic Powder, Ground Spices (Chilli, Black Pepper), Rapeseed Oil), White Wine Vinegar, Tomato Purée (Tomatoes, Salt), Smoky Barbeque Rub (Demerara Sugar, Salt, Smoked Paprika, Ground Chilli, White Pepper, Onion Powder).",iceland_bbq_pulled_pork_420g_87228.jpg,https://www.iceland.co.uk/p/iceland-bbq-pulled-pork-420g/87228.html,,True,True,True
2638,Iceland 4 Beef Rump Steaks 908g,iceland,11.00,fresh,Beef Rump Steak (100%).,iceland_4_beef_rump_steaks_908g_77147.jpg,https://www.iceland.co.uk/p/iceland-4-beef-rump-steaks-908g/77147.html,,True,True,True
2639,Alpro Soya Unsweetened 6 x 1L,iceland,9.00,fresh,"Soya Base (Water, Hulled Soya Beans (8.7%)), Acidity Regulators (Potassium Phosphates), Calcium (Calcium Carbonate), Flavourings, Sea Salt, Stabiliser (Gellan Gum), Vitamins (B2, B12, D2)
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD
May contain:

almonds,
hazelnuts


Does not contain:

dairy,
gluten,
wheat",alpro_soya_unsweetened_6_x_1l_70891_T1.jpg,https://www.iceland.co.uk/p/alpro-soya-unsweetened-6-x-1l/70891.html,,False,True,False
2640,Coleraine Medium Cheddar 200g,iceland,2.00,fresh,"Cheese made from Pasteurised Cows' Milk
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD
Does not contain:

gluten",Coleraine_200g_Block_Cheddar_68029.jpg,https://www.iceland.co.uk/p/coleraine-medium-cheddar-200g/68029.html,,True,False,True
2641,Punjab Pakora Vegetable Pakora with Tomato & Mint Sauce 200g,iceland,1.50,fresh,"PAKORA (75%) [Onion (45%), (Potato, Carrot, Greenpeas, Cauliflower, Broccoli, Spinach, Fenugreek Leaves) (25%), Gram Flour, Water, Salt, Chilli Powder, Crushed Red Chilli, Paprika, Coriander Seeds, Cumin Seeds, Garlic, Ginger], Rapeseed Oil,, SAUCE (25%) [Water, Tomato Sauce (Water, Glucose, Fructose Syrup, Tomato Puree, Spirit Vinegar, Mustard, Modified Maize Starch), Onion, Salt, Mint, Coriander, Capsicum, Milk]. Sodium Saccharin, COLOUR: Beetroot.
ALLERGY ADVICE: FOR ALLERGENS, SEE INGREDIENTS IN BOLD.",Punjab_Pakora_180g_Vegetable_Pakora_63068.jpg,https://www.iceland.co.uk/p/punjab-pakora-vegetable-pakora-with-tomato-and-mint-sauce-200g/63068.html,,True,False,True
2642,Flora Lighter Vegan Spread 450g,iceland,1.75,fresh,"Water, Plant Oils (Rapeseed, Palm¹, Sunflower 1%, Linseed), Salt 1.3%, Plant Based Emulsifier (Lecithin, Mono- and Diglycerides of Fatty Acids), Natural Flavourings, Vinegar, Vitamin A, ¹Flora buys 100% sustainable Palm Oil
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",flora_lighter_vegan_spread_500g_6241_T517.jpg,https://www.iceland.co.uk/p/flora-lighter-vegan-spread-450g/6241.html,,True,True,True
2643,Mash Direct Green Cabbage 280g,iceland,1.59,fresh,"Cabbage (85%), Onion, Water, Butter (Milk), Thyme, Salt, Black Pepper
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD
Does not contain:

gluten",mash_direct_green_cabbage_280g_79469_T1.jpg,https://www.iceland.co.uk/p/mash-direct-green-cabbage-280g/79469.html,,True,False,True
2644,Iceland British Lean Beef Steak Mince 5% Fat 650g,iceland,6.25,fresh,"Beef (100%).
Percentage of fat content under 5%.
Collagen/meat protein ratio under 12%.",iceland_british_lean_beef_steak_mince_5_fat_650g_69711.jpg,https://www.iceland.co.uk/p/iceland-british-lean-beef-steak-mince-5pct-fat-650g/69711.html,,True,True,True
